group_id,parent_id,group_name,removed
1125891,1125780,А7403,0
1125892,1125780,А7404,0
1125893,1125780,А7406,0
1125894,1125780,А7407,0
1125895,1125780,А7409,0
1125896,1125783," Управління військових сполучень м. Дніпро",0
1125897,1125783,Донецький ЗВ ВСП,0
1125898,1125783,Запорізький ЗВ ВСП,0
1125899,1125783,Луганський ЗВ ВСП,0
1125900,1125783,Управління військових сполучень м. Харків,0
1125901,1125783,Харківський ЗВ ВСП,0
1125902,1125785,Східне територіальне відділення пожежної безпеки,0
1125903,1125790,А0641,0
1125904,1125790,А1493,0
1125905,1125790,А4165,0
1125906,1125799,А0389,0
1125908,1125816,118 військове представництво,0
1125909,1125818,Південно-східне управління замовника робіт,0
1125910,1125823,А3220,0
1125911,1125857,А0329,0
1125912,1125857,А0478,0
1125913,1125857,А0523,0
1125914,1125857,А1322,0
1125915,1125857,А1933,0
1125916,1125857,А2019,0
1125917,1125857,А2057,0
1125918,1125857,А2109,0
1125919,1125857,А2189,0
1125920,1125857,А3010,0
1125921,1125857,А4611,0
1125922,1125864,А7287,0
1125923,1125864,А7291,0
1125924,1125871,А7372,0
1125925,1125872,А7271,0
1125926,1125872,А7275,0
1125927,1125877,А4060,0
1125928,1125877,А4067,0
1125929,1125877,А4082,0
1125930,1125877,А4098,0
1125931,1125877,А4121,0
1125932,1125883,А7282,0
1125933,1125919,А0728,0
1126524,1125758," ОК “Північ”",0
1126525,1125758,Lost & found 4ЦЗІ,0
1126526,1125758,ВСП ЗС України,0
1126527,1125758,ГКЦ ЗС України,0
1126528,1125758,ГШ ЗС України,0
1126529,1125758,ДССТ ЗС України,0
1126530,1125758,КВЗ та КБ в ІТС,0
1126531,1125758,КДШВ ЗС України,0
1126532,1125758,КМС ЗС України,0
1126533,1125758,КОС ЗС України,0
1126534,1125758,КПС ЗС України,0
1126535,1125758,КСВ ЗС України,0
1126536,1125758,КСЛ ЗС України,0
1126537,1125758,КСП ЗС України,0
1126538,1125758,КССО ЗС України,0
1126539,1125758,МО України,0
1126541,1126524,A0493,0
1126542,1126524,A1196,0
1126543,1126524,A1624,0
1126544,1126524,A1815,0
1126545,1126524,A2223,0
1126546,1126524,A2622,0
1126547,1126524,A2925,0
1126548,1126524,A2984,0
1126549,1126524,A2995,0
1126550,1126524,А4218,0
1126551,1126524,А0354,0
1126552,1126524,А0382,0
1126553,1126524,А0388,0
1126554,1126524,А0395,0
1126555,1126524,А0407,0
1126556,1126524,А0409,0
1126557,1126524,А1232,0
1126558,1126524,А1262,0
1126559,1126524,А1376,0
1126560,1126524,А1586,0
1126561,1126524,А1796,0
1126562,1126524,А2076,0
1126563,1126524,А2167,0
1126564,1126524,А2404,0
1126567,1126524,А3091,0
1126568,1126524,А3176,0
1126569,1126524,А3814,0
1126570,1126524,"Житомирський ОТЦК та СП ",0
1126571,1126524,Київський МТЦК та СП,0
1126572,1126524,"Київський ОТЦК та СП ",0
1126573,1126524,Полтавський ОТЦК та СП,0
1126574,1126524,Сумський ОТЦК та СП,0
1126575,1126524,Черкаський ОТЦК та СП,0
1126576,1126524,Чернігівський ОТЦК та СП,0
1126577,1126526,Житомирський ЗВ ВСП,0
1126578,1126526,Полтавський ЗВ ВСП,0
1126579,1126526,Сумський ЗВ ВСП,0
1126580,1126526,Черкаський ЗВ ВСП,0
1126581,1126526,Чернігівський ЗВ ВСП,0
1126582,1126527,А3258,0
1126583,1126528,А3444,0
1126584,1126528,Центр адміністративних стандартів,0
1126585,1126529,T0500,0
1126586,1126529,Т0330,0
1126587,1126530,A3990,0
1126588,1126530,А0334,0
1126589,1126531,A0339,0
1126590,1126531,A2298,0
1126591,1126531,A3316,0
1126592,1126531,А0281,0
1126593,1126531,А0876,0
1126594,1126531,А2900,0
1126595,1126531,А3204,0
1126596,1126531,А3771,0
1126597,1126531,А4223,0
1126598,1126531,А4350,0
1126599,1126531,А4633,0
1126600,1126532,A3120,0
1126601,1126532,A4302,0
1126602,1126532,А0503,0
1126603,1126532,А1065,0
1126604,1126532,А1382,0
1126605,1126532,А2554,0
1126606,1126532,А3114,0
1126607,1126533,А4507,0
1126608,1126534,A1435,0
1126609,1126534,A3335,0
1126610,1126534,A3958,0
1126611,1126534,А1564,0
1126612,1126534,А1580,0
1126613,1126534,А3177,0
1126614,1126534,А4245,0
1126615,1126535,A1710,0
1126616,1126535,А0665,0
1126617,1126535,А1476,0
1126618,1126535,А1499,0
1126619,1126535,А1546,0
1126620,1126535,А3384,0
1126621,1126535,А3508,0
1126622,1126524,А4583,0
1126623,1126535,А7113,0
1126624,1126623,Військово-музичний центр СВ ЗС України,0
1126625,1126535,Житомирський військовий інститут імені С.П. Корольова,0
1126626,1126535,Науково-дослідний Центр РВіА,0
1126627,1126536,A0734,0
1126628,1126536,A2192,0
1126629,1126536,A2975,0
1126630,1126536,А1479,0
1126631,1126536,А1744,0
1126632,1126536,А1912,0
1126633,1126536,А3193,0
1126634,1126536,А3358,0
1126635,1126536,А4167,0
1126636,1126536,А4558,0
1126637,1126536,КЕВ м. Житомир,0
1126638,1126536,КЕВ м. Полтава,0
1126639,1126536,КЕВ м. Черкаси,0
1126640,1126536,КЕВ м. Чернігів,0
1126641,1126536,КЕЧ м. Макарів,0
1126642,1126536,КЕЧ м. Звягель,0
1126643,1126536,КЕЧ м. Остер,0
1126644,1126537,А0543,0
1126645,1126537,А3160,0
1126646,1126538,А1182,0
1126647,1126538,А2772,0
1126648,1126539,1347 Військове представниство,0
1126649,1126539,3087 Військове Представництво,0
1126650,1126539,А0177,0
1126651,1126539,Північне управління замовника робіт,0
1126652,1126539,Північно-Східне управління внутрішнього аудиту МО,0
1126662,1126545,A2223-Б,0
1126663,1126546,A1783,0
1126668,1126570,Житомирський ОМТЦК,0
1126669,1126570,Коростенський РТЦК та СП,0
1126670,1126570,Звягельський РТЦК та СП ОМВК,0
1126671,1126571,Голосіївський РТЦК,0
1126672,1126571,Дарницький РТЦК,0
1126673,1126571,Деснянський РТЦК,0
1126674,1126571,Дніпровський РТЦК,0
1126675,1126571,Оболонський РТЦК,0
1126676,1126571,Печерський РТЦК,0
1126677,1126571,Святошинський РТЦК,0
1126678,1126571,Солом’янський РТЦК,0
1126679,1126571,Шевченківський РТЦК,0
1126680,1126572,Бориспільський РТЦК та СП,0
1126681,1126573,Кременчутський РТЦК та СП,0
1126682,1126573,Любенський РТЦК та СП,0
1126683,1126573,Полтавський РТЦК та СП,0
1126684,1126575,Звенигородський РТЦК та СП,0
1126685,1126575,Уманський РТЦК та СП,0
1126686,1126575,Черкаський ОМТЦК,0
1126687,1126575,Черкаський РТЦК та СП,0
1126688,1126577,Група ВСП м. Бердичів,0
1126689,1126578,Відділення м. Миргород,0
1126690,1126587,А0361,0
1126691,1126587,А3990,0
1126692,1126587,Військовий коледж сержантського складу ВІТІ,0
1126693,1126588,4 ЦЗІ та КБ в ІТС,0
1126694,1126595,А1977,0
1126695,1126616,А1048,0
1126696,1126616,А1414,0
1126697,1126616,А3435,0
1126698,1126627,1 база ремонту та зберігання засобів зв’язку військової частини А0734,0
1126699,1126627,A0734,0
1126700,1126634,А1724,0
1126701,1126634,А3358,0
1126737,1126670,1 відділ Новоград-Волинський ОМВК,0
1126738,1126670,2 відділ Новоград-Волинського ОМВК,0
1127097,1125759,Lost & found 6ЦЗІ,0
1127098,1125759,КВЗ та КБ в ІТС,0
1127100,1125759,КДШВ ЗС України,0
1127101,1125759,КМС ЗС України,0
1127102,1125759,КПС ЗС України,0
1127103,1125759,КСВ ЗС України,0
1127104,1125759,КСЛ ЗС України,0
1127105,1125759,КТРО ЗС України,0
1127107,1127098,6 ЦЗІ та КБ в ІТС,0
1127118,7067,А1804,0
1127137,1127100,А0224,0
1127138,1127101,А2428,0
1127139,1127101,А4619,0
1127140,1127102,А2708,0
1127141,1127102,А3544,0
1127142,1127102,А3767,0
1127143,1127102,А3840,0
1127144,1127102,А4465,0
1127145,1127103," А1405",0
1127147,1127103,А1604,0
1127148,1127103,"ОК ""Пiвдень""",0
1127149,1127104,А1080,0
1127150,1127104,А1201,0
1127152,1127104,А2082,0
1127153,1127104,А2920,0
1127154,1127104,КЕВ Кропивницький,0
1127155,1127104,КЕВ м.Миколаїв,0
1127156,1127105,А7340,0
1127157,1127105,А7341,0
1127158,9140,А1795,0
1127159,1127333,А1836,0
1127161,9140,А2709,0
1127162,1127148,А1890,0
1127163,1127148,А7049,0
1127322,1125760,ВСП ЗС України,0
1127323,1125760,ГВП Моу,0
1127324,1125760,КВЗ та КБ ЗС України,0
1127325,1125760,КЕВ м. Одеса,0
1127326,1125760,КМС ЗС України,0
1127327,1125760,КСВ ЗС України,0
1127328,1125760,КСЛ ЗС України,0
1127329,1125760,КССО ЗС України,0
1127330,1125760,КТрО ЗС України,0
1127331,1125760,"ОК ""Південь""",0
1127332,1125760,Одеський територіальний архівний відділ ГДА,0
1127333,1125760,ПВК Південь,0
1127334,1127322,Кропивницький ЗВ ВСП,0
1127335,1127322,Миколаївський ЗВ ВСП,0
1127336,1127322,Одеська ВСП,0
1127337,1127322,Херсонський ВСП,0
1127339,1127326,A4445,0
1127340,1127326,А0460,0
1127341,1127326,А4437,0
1127342,1127326,А4502,0
1127343,1127326,А4598,0
1127344,1127326,ВМКЦ Південного регіону м. Одеса,0
1127346,1127327,А2153,0
1127347,1127327,А3425,0
1127349,1127350,Кропивницький РТЦК та СП,0
1127350,1127327,Кропивницький ОТЦК та СП,0
1127351,1127327,Одеський ОТЦК та СП,0
1127352,1127327,Херсонський ОТЦК та СП,0
1127353,1127328,A0981,0
1127355,1127328,Управління військовими сполученнями на Одеській залізниці,0
1127356,1127329,A2455,0
1127357,1127330,А7063,0
1127358,1127330,А7336,0
1127359,1127330,А7348,0
1127360,1127330,А7351,0
1127361,1127330,А7354,0
1127362,1127330,А7355,0
1127363,1127330,А7359,0
1127364,1127330,А7360,0
1127365,1127330,А7395,0
1127366,1127330,А7397,0
1127367,1127330,А7399,0
1127368,1127331,A0365,0
1127369,1127331,A0666,0
1127370,1127331,A0989,0
1127372,1127331,A1536,0
1127373,1127331,A1559,0
1127374,1127331,A1629,0
1127375,1127331,A1736,0
1127376,1127331,A2152,0
1127378,1127331,A2395,0
1127379,1127331,A2412,0
1127380,1127331,A2756,0
1127381,1127331,A3269,0
1127382,1127331,A3438,0
1127384,1127331,A3880,0
1127385,1127331,A4351,0
1127386,1127331,А0416,0
1127387,1127331,А0447,0
1127388,1127331,А0528,0
1127389,1127331,А1619,0
1127390,1127331,А2558,0
1127391,1127331,А2800,0
1127392,1127331,А4472,0
1127394,1127331,А7051,0
1127395,1127330,А7053,0
1127396,1127331,А7337,0
1127397,1127331,А7344,0
1127398,1127330,А7350,0
1127399,1127331,А7361,0
1127400,1127331,А7362,0
1127402,1127331,Пункт управління системою зв'язку,0
1127403,1127331,Південне територіальне управління внутрішнього аудиту м. Одеса,0
1127404,1127331,Південний територіальний відділ безпеки військової служби,0
1127405,1127331,Південний територіальний відділ пожежної безпеки,0
1127406,1127333,A0800,0
1127407,1127333,A2171,0
1127408,1127333,A2183,0
1127409,1127333,А1795,0
1127410,1127333,А3189,0
1127411,1127350,Новоукраїнський РТЦК та СП,0
1127412,1127351,Березівский РТЦК та СП,0
1127755,1125761,КВЗ ЗС України,0
1127756,1125761,КМС ЗС України,0
1127757,1125761,КПС ЗС України,0
1127758,1125761,КСВ ЗС України,0
1127759,1125761,КСЛ ЗС України,0
1127760,1125761,КСП ЗС України,0
1127761,1125761,КССО ЗС України,0
1127762,1125761,МОУ,0
1127763,1125761,"ОК ""Південь""",0
1127764,1125761,ПвК Південь,0
1127766,1125761,КСТРО ЗС України,0
1127769,1127755,9 ЦЗІ та КБ в ІТС,0
1127770,1127755,A0707,0
1127772,1127756,A7011,0
1127773,1127756,А0206,0
1127774,1127756,А2339,0
1127775,1127756,А4516,0
1127776,1127756,А7010,0
1127777,1127756,А7366,0
1127778,1127756,Військово-медична академія,0
1127779,1127757,A0215-Ю,0
1127780,1127757,A1049-M,0
1127781,1127757,A1538,0
1127782,1127757,A0201-P,0
1127783,1127757,A0215-P,0
1127784,1127757,A2287,0
1127785,1127757,A2466,0
1127786,1127757,A2656,0
1127787,1127757,A3013,0
1127788,1127757,A3808,0
1127789,1127757,A4610,0
1127790,1127757,А0201-Б,0
1127791,1127757,А0201-В,0
1127792,1127757,А0201-Г,0
1127793,1127757,А0201-Л,0
1127794,1127757,А0201-Н,0
1127795,1127757,А0201-П,0
1127796,1127757,А0201-С,0
1127797,1127757,А0215-В,0
1127798,1127757,А0215-Г,0
1127799,1127757,А0215-Ж,0
1127800,1127757,А0215-Л,0
1127801,1127757,А0215-М,0
1127802,1127757,А0215-П,0
1127803,1127757,А0215-Т,0
1127804,1127757,А0215-Ц,0
1127805,1127757,А0287,0
1127806,1127757,А0302,0
1127807,1127757,А0304,0
1127808,1127757,А0535,0
1127809,1127757,А0549,0
1127810,1127757,А0905,0
1127811,1127757,А0985,0
1127812,1127757,А1049-Г,0
1127813,1127757,А1049-Т,0
1127814,1127757,А1134,0
1127815,1127757,А1231,0
1127816,1127757,А1469,0
1127817,1127757,А1660,0
1127818,1127757,А1670,0
1127819,1127757,А2502,0
1127820,1127757,А2643,0
1127821,1127757,А2734,0
1127822,1127757,А2833,0
1127823,1127757,А3586,0
1127824,1127757,А3641,0
1127825,1127757,А3666,0
1127826,1127757,А4308,0
1127827,1127757,ЦОСіМП,0
1127828,1127758,A1827,0
1127829,1127758,А4009,0
1127830,1127758,А4239,0
1127831,1127759,A1056,0
1127832,1127759,A1119,0
1127833,1127759,А0598,0
1127834,1127759,А1329,0
1127835,1127759,А1358,0
1127836,1127759,А1603,0
1127837,1127759,А2007,0
1127838,1127759,А2730,0
1127839,1127759,КЕВ м.Вінниця,0
1127840,1127759,КЕВ Хмельницький,0
1127842,1127760,А0853,0
1127843,1127760,А2641,0
1127844,1127760,А2738,0
1127845,1127760,А7147,0
1127846,1127761,А0661,0
1127847,1127761,А1788,0
1127848,1127762,A4277,0
1127849,1127763,A1445,0
1127850,1127763,A1619,0
1127851,1127763,В ОТЦК та СП,0
1127853,1127766,А7048,0
1128160,1126524,А0932,0
1128161,1126524,А2927,0
1128162,1126524,А3321,0
1128163,1126524,А2598,0
1128164,1126524,А4044,0
1128165,1126524,А4007,0
1128166,1126524,А4053,0
1128167,1126570,Житомирський РТЦК та СП,0
1128168,1126570,Бердичівський РТЦК та СП,0
1128169,1126571,Подольський РТЦК та СП,0
1128170,1126572,Броварський РТЦК та СП,0
1128171,1126572,Білоцерківський РТЦК та СП,0
1128172,1126572,Бучанський РТЦК та СП,0
1128173,1126572,Вишгородський РТЦК та СП,0
1128174,1126572,Обухівський РТЦК та СП,0
1128175,1126572,Фастівський РТЦК та СП,0
1128176,1126573,Миргородський РТЦК та СП,0
1128177,1126574,Сумський РТЦК та СП,0
1128178,1126574,Конотопський РТЦК та СП,0
1128179,1126574,Охтирський РТЦК та СП,0
1128180,1126574,Шосткинський РТЦК та СП,0
1128181,1126574,Сумський МТЦК та СП,0
1128182,1126574,Роменський РТЦК та СП,0
1128183,1126576,Ніженський РТЦК та СП,0
1128184,1126576,Прилуцький РТЦК та СП,0
1128185,1126576,Чернігіський РТЦК та СП,0
1128186,1126576,Новгород-Сіверський РТЦК та СП,0
1128187,1126576,Корюківський РТЦК та СП,0
1128188,1126575,Золотонівський РТЦК та СП,0
1128189,1126574,А7099,0
1128190,1126576,Чернігівський ОМТЦК та СП,0
1128191,1126531,25 гарнізоний будинок офіцерів,0
1128192,1126536,КЕВ м.Суми,0
1145057,1128168,1 відділ Бердичівського РТЦК та СП,0
1145058,1128168,2 відділ Бердичівського РТЦК та СП,0
1145059,1128167,1 відділ Житомирського РТЦК та СП,0
1145060,1128167," 2 відділ Житомирського РТЦК та СП",0
1145061,1128167,3 відділ Житомирського РТЦК та СП,0
1145062,1128167,4 відділ Житомирського РТЦК та СП,0
1145063,1128167,5 відділ Житомирського РТЦК та СП,0
1145064,1128167,6 відділ Житомирського РТЦК та СП,0
1145065,1128167,7 відділ Житомирського РТЦК та СП,0
1145066,1128167,8 відділ Житомирського РТЦК та СП,0
1145067,1128167,9 відділ Житомирського РТЦК та СП,0
1145068,1126669,1 відділ Коростенського РТЦК та СП,0
1145069,1126669,2 відділ Корестинського РТЦК та СП,0
1145070,1126669,3 відділ Коростенського РТЦК та СП,0
1145071,1126669,4 відділ Коростенського РТЦК та СП,0
1145072,1128171,1 відділ Білоцерківського РТЦК та СП,0
1145073,1128171,2 відділ Білоцерківського РТЦК та СП,0
1145074,1128171,3 відділ Білоцерківського РТЦК та СП,0
1145075,1128171,4 відділ Білоцерківського РТЦК та СП,0
1145076,1128171,5 відділ Білоцерківського РТЦК та СП,0
1145077,1128171,6 відділ Білоцерківського РТЦК та СП,0
1145078,1126680,1 відділ Бориспільського РТЦК та СП,0
1145079,1126680,2 відділ Бориспільського РТЦК та СП,0
1145080,1128170,1 відділ Броварського РТЦК та СП,0
1145081,1128170,2 відділ Броварського РТЦК та СП,0
1145082,1128170,3 відділ Броварського РТЦК та СП,0
1145083,1128172,1 відділ Бучанського РТЦК та СП,0
1145084,1128172,2 відділ Бучанського РТЦК та СП,0
1145085,1128172,3 відділ Бучанського РТЦК та СП,0
1145086,1128173,1 відділ Вишгородського РТЦК та СП,0
1145087,1128173,2 відділ Вишгородського РТЦК та СП,0
1148693,1092901,Т0200,0
1148694,1092901,Т0300,0
1148696,1092890,А1028,0
1148699,1092891,А3913,0
1148702,1092892,КЕВ м. Володимир,0
1148707,1092896,Департамент внутрішнього аудиту,0
1149342,1148707,Західне територіальне управління внутрішнього аудиту м.Львів,0
1149343,1148707,5-й відділ управління внутрішнього аудиту,0
1149346,1092897,А3295,0
1149347,1092970,А2042,0
1149348,1092897,А0796,0
1149352,1092897,А1461,0
1149353,1092897,А1590,0
1149354,1092897,А3215,0
1151455,1127333,А2709,0
1151460,1027629,Оперативна група ДСНС,0
1151465,1127327,Миколаївський РТЦК та СП,0
1151466,1127330,А7356,0
1151467,1125760,Управління фізичної культури і спорту,0
1151468,1151467,9 спортивний клуб,0
1151469,1127331,А3955,0
1151471,1125760,КПС ЗС України,0
1151472,1125760,ДССТ ЗС України,0
1151474,1127331,А4760,0
1151475,1127331,А2227,0
1151486,1092991,Ковельський РТЦК та СП,0
1151487,1092992,Ужгородський РТЦК та СП,0
1151488,1151487,1 відділ Ужгородського РТЦК та СП,0
1151489,1093064,2 відділ Мукачівського РТЦК та СП,0
1151490,1092992,Тячівський РТЦК та СП,0
1151491,1125786,Т0310,0
1151492,1125786,Т0400,0
1151493,1125786,Т0610,0
1151494,1092898,А3051,0
1151497,1125774,9 гарнізонний будинок офіцерів,0
1151498,1125774,А7015,0
1151499,1125775,А0543,0
1151501,1125780,А7408,0
1151502,1125771,А0209,0
1154382,380,А0139 (101 бригада охорони),0
1155291,532,Департамент державного гарантування якості,0
1157515,380,Головне управління ракетних військ і артилерії безпілотних систем,0
1181681,973488,"Тактична група ""Адам""",0
1183273,1127757,А2280,0
1184616,1126524,А0493,0
1187717,1125761,А2731,0
1187722,1127756," Військово-медичний клінічний центр Центрального регіону (м. Вінниця)",0
1188400,1127757,А0306,0
1188415,1127757,А0215,0
1201999,1125759,КССО ЗС України,0
1202263,1125777,Департамент юридичного забезпечення,0
1202264,1202263,Північне територіальне юридичне управління,0
1202265,1202264,Південно-східний територіальний юридичний відділ,0
1203752,193286,А5725,0
1218956,1127757,А0215-Х,0
1219333,1127757,A0215-Ф,0
1231994,380,Головне управління зв'язку та кібербезпеки,0
1236673,532,Головне управління ударних систем,0
1238265,380,А7177,0
1238270,532,Відділ експлуатації та ремонту фондів логістики,0
1240397,1125760,Lost&Found_8CZI,0
1272621,421,Центр ТЕХ підтримки СТАРЛІНК,0
1272646,137820,А4742,0
1286569,532,Головне управління земель оборони та фондів,0
1287198,380,Головне управління радіоелектронної та кіберборотьби,0
1289979,380,Центральне управління військової освіти,0
1293982,1127766,А7334,0
1298411,1127758,А2573,0
1298415,1127330,А7353,0
1298420,471,А0189,0
1306873,438,А0211,0
1314397,1125761,New subscribers,0
1314403,1639222,ОТУ ДОНЕЦЬК,0
1326714,590,А2860,0
1336916,1127764,А0494,0
1342548,9140,А1620,0
1342560,7067,А4055,0
1345624,1127148,А2393,0
1347882,1127370,А3137,0
1349364,97103,"Центральний територіальний відділ пожежної безпеки ",0
1361528,492,Центральне Управління Забезпечення Наземними Системами Озброєння,0
1364585,471,A4644,0
1366759,459,Зведена стрілецька бригада повітряних сил ЗСУ,0
1367560,560,Інститут логістики та підтримки військ та сил,0
1367594,1126525,З загального,0
1370699,1126524,"ОУВ ""Харків""",0
1376853,471,Юридичне управління,0
1377314,1286569,Відділ розробки та супроводження геопросторового сервісу управління обліку та реєстрації земель оборони,0
1377500,590,А1975,0
1378223,471,А0105Ж,0
1382211,471,А4010,0
1382904,1127333,297 Комендатура охорони та обслуговування (КОО),0
1390697,471,А3488,0
1393392,1092891,А7022,0
1393417,532,Відділ експортного контролю,0
1395314,1125771,Угруповання сил і засобів медичних сил Слов'янськ,0
1409638,1127757,ЦВММ,0
1410206,1126571,Київський МТЦК та СП,0
1415482,1092994,Сарненський РТЦК та СП,0
1417913,1126596,ОТУ Марун,0
1420563,1395314,А0206-ІІ,0
1420880,524,А4438,0
1421065,492,"Центральне управління інженерно інфраструктурного забезпечення ",0
1422874,1201999,A4804,0
1430936,1125761,КДШВ ЗС України,0
1430937,1430936,А0310,0
1433767,1125759,"indeterminate, blocked",0
1448860,380,Головне управління військового співробітництва,0
1449031,1125761,Lost&Found_9CZI,0
1449032,1125757,Lost&found_3CZI,0
1449931,1126616,А1317,0
1451838,1125778,17 гарнізонний будинок офіцерів,0
1452291,532,615 військове представництво,0
1453031,1092994,Дубенський РТЦК та СП,0
1453032,1453031,1 відділ Дубенського РТЦК та СП(Млинівський РТЦК та СП),0
1453033,1453031,2 відділ Дубенського РТЦК та СП(Радивилівський РТЦК та СП),0
1458339,532,Департамент гуманітарного забезпечення,0
1464938,1127757,Головний Call-центр ПС (Call-центр МПЗ),0
1467297,532,Центр дослідження воєнної історії (А4627),0
1471241,151266,А7052,0
1471735,1125761,60 Будинок офіцерів,0
1474327,1127756,А3267,0
1474368,1125760,Південне регіональне управління державної прикордонної служби України,0
1479479,1126524,30 гарнізонний будинок офіцерів (А0409),0
1479646,1092899,Чернівецький ЗВ ВСП,0
1483540,471,10 армійський корпус,0
1483541,1483540,А4767,0
1490006,1127344,"61 військовий госпіталь, А0318",0
1494028,1126535,A4767,0
1494449,97103,Командування Сил ТРО,0
1494454,1494449,А4965,0
1494459,380,"Центральне управління космічної підтримки  ",0
1495482,438,Головний військовий клінічний госпіталь,0
1502948,1125760,Особисті АРМ,0
1506910,1125759,_TEST_6CZI,0
1507852,380,Угрупування сил і засобів оборони м.Київ,0
1507913,1127763,А7020,0
1509170,1125768,Т0920,0
1509228,1126524,"ОУВ ""Чернігів""",0
1516412,1092897,А0381,0
1521311,1092948,А7166,0
1521332,471,А4681,0
1521350,1127104,КЕВ м. Запоріжжя,0
1524920,1125760,КЕВ м. Білгород-Дністровський,0
1525261,1127331,A1785,0
1528256,1125775,КЕУ міста Харків,0
1535380,1127103,А4705,0
1535401,1125760,А1560,0
1535590,1127757,А4687,0
1535773,1125778,Сєвєродонецький РТЦК та СП,0
1536388,532,Головне управління капітальних вкладень,0
1536939,1127331,A2896,0
1536961,7067,А1325,0
1539160,1126535,А4712,0
1539409,1125780,А7384,0
1539958,1092895,А7392,0
1545891,1092970,A1567,0
1546606,1125774,А1962,0
1546961,1092895,А7126,0
1547121,1127331,A1478,0
1547130,1125871,А7235,0
1547164,1494449,А4651,0
1549721,431,А2298,0
1550670,1092897,A4056,0
1551346,1092935,А0724,0
1552517,1092897,A4886,0
1552534,1127101,А4445,0
1552586,1092964,А4346,0
1552598,1127331,А2980,0
1557096,1127331,A4628,0
1557138,1125816,155 Військове представництво,0
1557151,1125759,Управлінню предствництв замовника МОУ,0
1557153,1557151,А1301,0
1557175,1127333,A4576,0
1562335,590,А1469,0
1563322,973488,ВЗ Аспіре,0
1563444,1092993,Стрийський РТЦК та СП,0
1564524,367,Служба військового капеланства,0
1564842,471,А4005,0
1565360,1563444,2 відділ Стрийського РТЦК та СП (Миколаїв Львівська обл),0
1567131,1092897,А4805,0
1567190,1127103,А4699,0
1567218,1092949,А7075,0
1567222,1092949,A7077,0
1567938,1126571,Подільський РТЦК та СП,0
1571948,1092897,А7100,0
1575053,1127102,А3406,0
1578177,1092954,7170,0
1580721,1127757,ОКП КПС,0
1580854,1127331,A1445,0
1583172,1125759,Прикордонники. Регіноальне управління морської охорони,0
1583191,1583172,А1485,0
1584995,1125778,А4698,0
1585334,1125889,А4603,0
1585337,367,Управління інформаційних проєктів,0
1585487,1126531,А4030,0
1587131,1125871,А7225,0
1587185,1125889,А7401,0
1587229,1125780,A7405,0
1587230,97103,ДССТУ,0
1588272,1125871,А7221,0
1588306,532,Департамент ресурсного забезпечення,0
1588880,1126535,А4080,0
1589080,1092897,А4117,0
1589193,7067,А3274,0
1590091,1590088,А0617,0
1591083,1415482,1 відділ Сарненського РТЦК та СП,0
1591769,1127330,А7349,0
1593891,1610565,А4722,0
1594439,1125790,4066,0
1594552,1127327,А4689,0
1596294,1092895,А7179,0
1596496,1127331,A5750,0
1597718,1126524,А4784,0
1599475,1092895,А7391,0
1600246,1092895,А7127,0
1600537,1092895,А7153,0
1601371,1092948,А7135,0
1601402,1092939,A7080,0
1601413,1092948,А7370,0
1601445,1092949,А7074,0
1601718,1127406,"290 Комендатура охорони та обслуговування ",0
1602213,590,А2648,0
1607556,1126535,А4224,0
1607675,1125778,А4820,0
1607676,1607675,А4952,0
1608015,1127853,171 батальйон. м. Немирів,0
1608147,471,А4643,0
1610565,1125799,10 Армійський корпус,0
1611184,532,Київський військовий ліцей імені Івана Богуна,0
1614580,532," Управління відчуження та утилізації",0
1614711,7067,А4466,0
1615426,471,A4051,0
1618385,1127331,А2169,0
1618492,1127351,Голованівського РТЦК та СП,0
1620208,7066,А4752,0
1620310,7067,А1728,0
1621966,456,ОСУВ Північ,0
1626132,1092994,Варашський РТЦК та СП,0
1626133,1626132,2 відділ Варашського РТЦК та СП,0
1628323,8049,А3674,0
1631761,1127759,А0543,0
1631858,1125759,КМП ЗС України,0
1631859,1631858,А4656,0
1632141,1125799,А4676,0
1632667,1126596,А3771,0
1632856,590,А1356,0
1634162,1092886,Т0950,0
1639222,1631859,4656,0
1639875,1125760,Білгород-Дністровський РТЦК та СП,0
1640350,1610565,А4707,0
1640612,1127344,А7367,0
1642009,1126524,A4723,0
1651539,471,А4808,0
1653016,1092895,А5005,0
1655912,1587230,"АС ""Коровай""",0
1657628,1125768,Т0410,0
